update_start_idx_L,update_latency_L,update_dur_L,input_reduced_L,grid_key_L,replayed_bins_L
16094,0.94,0.9190688133239746,[ -9.75853881   2.16105551 112.5       ],"(-5, 1, 11)",[19  0]
16425,0.87,0.8494229316711426,[ -7.97938089   3.3611901  110.        ],"(-4, 1, 11)",[ 1 22]
16753,0.89,0.8713865280151367,[ -9.11049392   2.22644071 110.        ],"(-5, 1, 11)",[19  0]
17082,0.92,0.9038822650909424,[ -7.82985108   3.02544452 107.5       ],"(-4, 1, 10)",[5 1]
17408,0.85,0.8350677490234375,[ -8.01172637   4.45627517 106.        ],"(-5, 2, 10)",[19 23]
17745,0.85,0.8382806777954102,[ -7.00244047   3.67008601 112.5       ],"(-4, 1, 11)",[ 1 22]
18071,0.89,0.8695855140686035,[ -8.02120769   2.90985703 108.        ],"(-5, 1, 10)",[23 19]
18403,0.91,0.895920991897583,[ -7.84058721   2.57450521 110.5       ],"(-4, 1, 11)",[1 2]
18730,0.86,0.8448607921600342,[ -7.2499782    3.09996788 110.        ],"(-4, 1, 11)",[23 19]
19066,0.99,0.9743313789367676,[ -7.41791415   4.09942303 112.        ],"(-4, 2, 11)",[ 1 22]
19397,0.82,0.808868408203125,[ -8.09425334   2.65144958 110.5       ],"(-5, 1, 11)",[16 19]
19728,0.85,0.8349337577819824,[ -7.90835527   3.32095594 109.        ],"(-4, 1, 10)",[ 1 15]
20061,0.95,0.9336793422698975,[ -7.46683499   3.93786338 112.        ],"(-4, 1, 11)",[19  2]
20390,0.84,0.8194174766540527,[ -8.32872622   2.74837733 110.        ],"(-5, 1, 11)",[ 1 22]
20715,0.86,0.8471877574920654,[ -8.71842608   2.6669931  111.        ],"(-5, 1, 11)",[16  0]
21045,0.83,0.8175239562988281,[ -8.60259289   2.26706991 111.        ],"(-5, 1, 11)",[ 1 15]
21383,0.92,0.9076013565063477,[ -6.90684159   4.06228906 113.5       ],"(-4, 2, 11)",[19  2]
21712,0.91,0.8949360847473145,[ -8.51892254   2.37192959 108.5       ],"(-5, 1, 10)",[1 5]
22033,1.7,1.684790849685669,[ -8.5870609    1.65558505 107.5       ],"(-5, 0, 10)",[19  0]
22364,1.35,1.334636926651001,[ -7.49679517   2.00586003 111.        ],"(-4, 1, 11)",[1 5]
22690,1.14,1.1158275604248047,[ -7.41615483   2.93391959 110.        ],"(-4, 1, 11)",[16  0]
23025,0.78,0.767287015914917,[ -7.86002263   3.03665505 111.        ],"(-4, 1, 11)",[25 11]
23359,0.89,0.8744406700134277,[ -7.82357438   2.7752917  111.5       ],"(-4, 1, 11)",[16  2]
23686,0.94,0.9279491901397705,[ -8.33264278   2.36031083 110.5       ],"(-5, 1, 11)",[ 1 19]
24022,0.9,0.8845839500427246,[ -8.4032945    3.45537813 115.5       ],"(-5, 1, 11)",[19  2]
24334,0.82,0.8080816268920898,[ -9.32741884   1.97958245 104.        ],"(-5, 0, 10)",[25  1]
24671,1.02,1.0077505111694336,[ -8.22591041   3.62492541 113.5       ],"(-5, 1, 11)",[16  0]
25005,0.82,0.8073067665100098,[ -7.79492218   3.74279469 112.5       ],"(-4, 1, 11)",[25 17]
25334,1.04,1.027817726135254,[ -8.02482495   3.38687282 111.5       ],"(-5, 1, 11)",[ 2 19]
25660,0.82,0.8076086044311523,[ -8.48339645   2.38178433 109.        ],"(-5, 1, 10)",[ 1 25]
25994,0.8,0.7867090702056885,[ -8.61171632   3.14587729 111.        ],"(-5, 1, 11)",[16  8]
26320,0.79,0.7752315998077393,[ -7.58671957   2.87692258 110.        ],"(-4, 1, 11)",[25 17]
26652,0.88,0.8617093563079834,[ -7.86608439   4.55673436 109.5       ],"(-4, 2, 10)",[16  0]
26982,0.85,0.8284311294555664,[ -7.00669554   3.99310605 110.5       ],"(-4, 1, 11)",[25  1]
27310,0.94,0.925612211227417,[ -8.90708734   3.08052058 110.        ],"(-5, 1, 11)",[19  2]
27637,0.82,0.807265043258667,[ -8.19523897   3.25192027 110.5       ],"(-5, 1, 11)",[25  1]
27975,0.9,0.8873095512390137,[ -7.71779924   3.98606473 114.        ],"(-4, 1, 11)",[19  0]
28303,0.83,0.8169989585876465,[ -7.64564801   3.4961839  109.5       ],"(-4, 1, 10)",[25  1]
28627,0.78,0.763972282409668,[ -7.85481493   3.47688469 108.        ],"(-4, 1, 10)",[16  8]
28962,0.77,0.749476432800293,[ -7.52562802   3.9727543  109.5       ],"(-4, 1, 10)",[25 17]
29292,0.91,0.8923747539520264,[ -7.66367961   3.62586498 108.        ],"(-4, 1, 10)",[ 2 19]
29617,0.84,0.8253788948059082,[ -8.43289083   2.8644     109.        ],"(-5, 1, 10)",[ 1 25]
29951,0.92,0.9043278694152832,[ -8.18291513   2.8633868  112.        ],"(-5, 1, 11)",[19  0]
30285,0.9,0.8790504932403564,[ -7.73463588   3.99515481 111.        ],"(-4, 1, 11)",[5 1]
30624,0.95,0.9328861236572266,[ -7.37873098   4.76353517 114.        ],"(-4, 2, 11)",[19  2]
